qp,job,qp_NSQF,qp_sector,similarity
Electric Vehicle Service Assistant,Solar PV installer,3.0,Automotive,0.5405141115188599
Faecal Sludge Treatment Plant O&M Technician,Mechanical fitter,4.0,Green Jobs,0.5404679775238037
Automotive Engine Repair Technician,Mechanical fitter,4.0,Automotive,0.5404589176177979
Abrasion & Grinding Machine Operator,Mechanical fitter,3.0,Handicrafts and Carpet,0.5403802394866943
Traditional Soft Toy Maker-Artisan,Mechanical fitter,2.5,Handicrafts and Carpet,0.5401579141616821
Green Hydrogen Plant Entrepreneur,Solar PV installer,5.0,Green Jobs,0.5400013327598572
Open-End Spinning Tenter,Mechanical fitter,3.0,Textile,0.5395374298095703
Counter Sales Associate-Tourism and Hospitality,Forklift operator,4.0,Tourism & Hospitality,0.5394775867462158
Automotive Machining Lead Technician,Forklift operator,4.5,Automotive,0.5394770503044128
"Mulberry cocoon sorter, drier cum grader",Forklift operator,2.0,Textile,0.5392099618911743
Feedstock Manager - Procurement and Composition,Forklift operator,6.0,Green Jobs,0.5392090082168579
Counter Sales Associate-Tourism and Hospitality,Mechanical fitter,4.0,Tourism & Hospitality,0.539135754108429
Food Delivery Associate,Truck driver,3.0,Tourism & Hospitality,0.5390629768371582
Heavy Commercial Vehicle Service Technician,Truck driver,4.0,Automotive,0.5390148162841797
Assistant Electronic Mechanic,Mechanical fitter,3.0,Iron and Steel,0.5388727188110352
Finisher (Woodware),Welder and fitter,2.5,Handicrafts and Carpet,0.5383050441741943
Automotive Quality Control Lead Inspector,Mechanical fitter,4.5,Automotive,0.5382108688354492
Automotive Maintenance Technician-Mechanical,Mechanical fitter,4.0,Automotive,0.5381656289100647
Two Wheeler Delivery Associate,Truck driver,2.5,Automotive,0.5381540656089783
Automotive Body Painting Operator,Mechanical fitter,3.0,Automotive,0.5381333231925964
Automotive Welding Machine Lead Technician,Forklift operator,4.5,Automotive,0.537726640701294
Jumbo Drill Operator,Electrician,4.0,Mining,0.5376757383346558
Automotive Machining Trainer,Mechanical fitter,4.5,Automotive,0.5375804901123047
Automotive Tool Room Technician,Welder and fitter,3.5,Automotive,0.5375158786773682
Fitter-Food manufacturing facility,Forklift operator,3.0,Food Processing,0.537446141242981
Clipper and Embosser (Carpets),Mechanical fitter,3.0,Handicrafts and Carpet,0.5372796654701233
Housekeeping Supervisor,Mechanical fitter,5.0,Tourism & Hospitality,0.5372031331062317
Adventure Travel Guide,Truck driver,5.0,Tourism & Hospitality,0.5371726751327515
Automotive Automation and Robotics Engineer,Mechanical fitter,5.0,Automotive,0.5370790958404541
Automotive Customer Relationship Manager,Mechanical fitter,5.5,Automotive,0.5370556116104126
Supervisor - Control Room (Steel Melting Shop),Mechanical fitter,5.0,Iron and Steel,0.5370479822158813
Assistant Glass Toy Maker - Artisan,Mechanical fitter,2.5,Handicrafts and Carpet,0.537040114402771
Himalayan Expedition Logistics and Pathfinder (HAP),Truck driver,5.0,Tourism & Hospitality,0.5368528366088867
Mining Mate/Sirdar,Forklift operator,5.0,Mining,0.5367997884750366
Industry 4.0,Truck driver,4.5,Automotive,0.5366713404655457
Tufted Weaving Assistant Supervisor (Carpets),Truck driver,4.5,Handicrafts and Carpet,0.536573052406311
Automotive Assembly Master Technician,Forklift operator,5.0,Automotive,0.5361182689666748
Automotive Welding Machine Assistant,Welder and fitter,2.0,Automotive,0.5360515713691711
Convenience Food Maker-Ready To Eat and Instant Food,Forklift operator,4.0,Food Processing,0.5360503196716309
Merchandiser,Mechanical fitter,4.0,Handicrafts and Carpet,0.536047101020813
Food Product Handler,Forklift operator,2.0,Food Processing,0.5360020995140076
Electrolyzer Manufacturing Plant Technician,Welder and fitter,4.0,Green Jobs,0.535662055015564
Restaurant Captain,Hotel front desk clerk,5.0,Tourism & Hospitality,0.5356336832046509
Automobile Technology,Welder and fitter,4.5,Automotive,0.5356240272521973
Automotive Forging Technician,Welder and fitter,4.0,Automotive,0.5356155633926392
Counter Sales Executive (Tourism and Hospitality),Mechanical fitter,4.0,Tourism & Hospitality,0.5353197455406189
Automotive Body Painting Technician,Mechanical fitter,3.0,Automotive,0.5352615118026733
Welder - (GTAW),Mechanical fitter,4.0,Iron and Steel,0.5344342589378357
Cold Storage Technician,Forklift operator,3.0,Food Processing,0.5342854261398315
Automotive Assembly Lead Technician,Forklift operator,4.5,Automotive,0.5336672067642212
Robot Systems Integration,Welder and fitter,4.5,Automotive,0.5336230397224426
Banquet Manager (Operation),Hotel front desk clerk,7.0,Tourism & Hospitality,0.5333907604217529
Food Delivery Professional,Truck driver,3.0,Tourism & Hospitality,0.5332664251327515
Automotive Casting Operator,Welder and fitter,2.5,Automotive,0.5332127809524536
Assistant Electrician- Food manufacturing facility,Solar PV installer,3.0,Food Processing,0.5331587791442871
Food Packaging Developer,Mechanical fitter,5.0,Food Processing,0.532943606376648
Sponge Iron / Direct Reduced Iron (DRI)-Process Control Engineer,Mechanical fitter,5.5,Iron and Steel,0.5329232215881348
Sous Chef,Mechanical fitter,5.5,Tourism & Hospitality,0.5328575372695923
Electric Vehicle Service Assistant,Solar technician,3.0,Automotive,0.5327161550521851
Baking Technician/Operative,Forklift operator,3.0,Food Processing,0.5326172113418579
Autobody Repair,Car sales advisor,4.5,Automotive,0.5325323939323425
Plant Biscuit Production Specialist,Forklift operator,4.0,Food Processing,0.5321601033210754
Fruits and Vegetables Drying/Dehydration Technician,Mechanical fitter,3.0,Food Processing,0.5320824980735779
Computer Aided Test Executive,Mechanical fitter,6.0,Automotive,0.5320594310760498
Operator - Plasma Cutter,Welder and fitter,4.0,Iron and Steel,0.5320504903793335
Housekeeping Supervisor,Hotel front desk clerk,5.0,Tourism & Hospitality,0.5320324301719666
Test Engineer-Product/Vehicle,Truck driver,5.0,Automotive,0.5320114493370056
Driver Special Utility Vehicle,Solar technician,4.0,Mining,0.5319385528564453
Industry 4.0,Electrician,4.5,Automotive,0.5318431854248047
Casting Operator (Metal Handicrafts),Welder and fitter,4.0,Handicrafts and Carpet,0.5318307876586914
Automotive Material Handling Assistant,Truck driver,2.0,Automotive,0.5318201780319214
Hand Block Printer,Solar PV installer,4.0,Handicrafts and Carpet,0.5317643880844116
Paper Mache Products Artisan,Mechanical fitter,4.0,Handicrafts and Carpet,0.5317462682723999
Shuttle Loom Operator cum Pirn Winder,Forklift operator,3.0,Textile,0.5317018628120422
Automotive Warranty Processor,Mechanical fitter,4.0,Automotive,0.5316956639289856
Small Food Business Operator,Mechanical fitter,2.0,Food Processing,0.5315755009651184
Crochet Lace Tailor,Mechanical fitter,3.0,Handicrafts and Carpet,0.5315402746200562
Painter (Metal Handicrafts),Welder and fitter,3.5,Handicrafts and Carpet,0.5315032005310059
Millet Products Processor,Forklift operator,3.0,Food Processing,0.5314974188804626
Multi Skill Technician (Food Processing),Forklift operator,4.0,Food Processing,0.5314748883247375
Store Assistant- Tourism and Hospitality,Mechanical fitter,4.0,Tourism & Hospitality,0.5314027070999146
Operator - Heating regulator,Mechanical fitter,4.0,Iron and Steel,0.5313917398452759
Food Sales Promoter,Mechanical fitter,3.0,Food Processing,0.5312871932983398
Fitter Spinning Preparatory,Truck driver,4.0,Textile,0.531204104423523
Mechanic - Belt Conveyor,Mechanical fitter,3.0,Iron and Steel,0.5311482548713684
Eatery Owner,Hotel front desk clerk,5.0,Tourism & Hospitality,0.531082034111023
Automotive Assembly Assistant,Welder and fitter,2.0,Automotive,0.5310589075088501
Construction Technician-Wind Power Plant,Mechanical fitter,4.0,Green Jobs,0.5310200452804565
Customer Service Executive (Meet and Greet),Hotel front desk clerk,4.0,Tourism & Hospitality,0.5310048460960388
Jumbo Drill Operator,Solar technician,4.0,Mining,0.5309016704559326
Electric Vehicle Service Assistant,Welder and fitter,3.0,Automotive,0.5308946371078491
Automotive Material Handling Assistant,Forklift operator,2.0,Automotive,0.5307319164276123
"Jam, Jelly and Ketchup Processing Technician",Mechanical fitter,3.0,Food Processing,0.5306553244590759
Driver Trainer-LMV,Mechanical fitter,5.0,Automotive,0.5306423902511597
Driver Special Utility Vehicle,Mechanical fitter,4.0,Mining,0.5304896235466003
Water Technology,Solar PV installer,4.5,Green Jobs,0.5304737091064453
Locomotive Driver,Mechanical fitter,4.0,Iron and Steel,0.5304649472236633
Wire Saw  Operator,Electrician,4.0,Mining,0.5302650928497314
Assistant Electrician- Food manufacturing facility,Solar technician,3.0,Food Processing,0.5301384925842285
Automotive Maintenance Technician-Mechanical,Truck driver,4.0,Automotive,0.5299690961837769
Winding Tenter,Forklift operator,3.0,Textile,0.5299166440963745
Inlay Artisan (Metalware),Welder and fitter,3.0,Handicrafts and Carpet,0.5297766923904419
Craft Baker,Mechanical fitter,4.0,Food Processing,0.5296315550804138
Planishing Artisan (Metalware),Mechanical fitter,3.0,Handicrafts and Carpet,0.5294288396835327
Moonjh Craft Maker,Mechanical fitter,2.5,Handicrafts and Carpet,0.5293605923652649
Automotive Production Equipment Design Engineer,Solar technician,5.0,Automotive,0.5292415618896484
Grader Machine Operator,Truck driver,3.0,Mining,0.5290613174438477
Willow Craft Artisan,Mechanical fitter,2.5,Handicrafts and Carpet,0.5289932489395142
Pickle Making Technician,Mechanical fitter,3.0,Food Processing,0.5288885235786438
Multi-Purpose Associate,Mechanical fitter,4.0,Tourism & Hospitality,0.5288522243499756
Robot Systems Integration,Solar technician,4.5,Automotive,0.5286866426467896
Automotive Welding Machine Lead Technician,Welder and fitter,4.5,Automotive,0.5285860896110535
Milling Technician,Forklift operator,4.0,Food Processing,0.5285460948944092
Electrolyzer Manufacturing Plant Technician,Solar PV installer,4.0,Green Jobs,0.528496265411377
Store Assistant- Tourism and Hospitality,Hotel front desk clerk,4.0,Tourism & Hospitality,0.528438150882721
Bicycle Mechanic,Mechanical fitter,3.0,Automotive,0.5284043550491333
Ceramics Preparation Artisan,Mechanical fitter,2.5,Handicrafts and Carpet,0.5283317565917969
Electrolyzer Manufacturing Plant Technician,Electrician,4.0,Green Jobs,0.5283045768737793
Jumbo Drill Operator,Automotive technician,4.0,Mining,0.5279508829116821
Assistant - Packaging & Marking Operation,Mechanical fitter,3.0,Iron and Steel,0.5279121398925781
Suraksha Saathi,Mechanical fitter,2.5,Iron and Steel,0.527907133102417
Sardar,Forklift operator,5.0,Tourism & Hospitality,0.5279049277305603
Auto Component Assembly Fitter,Mechanical fitter,4.0,Automotive,0.5278831124305725
Etching Artisan - Metalware,Welder and fitter,2.5,Handicrafts and Carpet,0.5278024077415466
Fruit Pulp Processing Technician,Welder and fitter,3.0,Food Processing,0.5275945663452148
Traditional Hand Embroiderer- Supervisor,Mechanical fitter,5.0,Handicrafts and Carpet,0.52752685546875
Plant Baker,Forklift operator,5.0,Food Processing,0.5271588563919067
Winding Tenter,Truck driver,3.0,Textile,0.5271469354629517
Glass Toy Maker - Artisan,Welder and fitter,4.0,Handicrafts and Carpet,0.5270090103149414
Corn Processing Technician,Forklift operator,4.0,Food Processing,0.5269568562507629
Wastewater Treatment Plant Technician,Solar PV installer,4.0,Green Jobs,0.5267846584320068
Automotive Electrician,Solar technician,4.0,Automotive,0.5265302062034607
Assistant Mechanic - Instrumentation,Welder and fitter,3.0,Iron and Steel,0.526517391204834
Food Outlet Manager,Mechanical fitter,6.0,Tourism & Hospitality,0.5265092849731445
Mechanic -Fitter (Mineral Sands),Mechanical fitter,3.0,Mining,0.5264451503753662
Automotive Sales Trainer,Car sales advisor,6.0,Automotive,0.5264267325401306
HEMM Electrician,Solar technician,4.0,Mining,0.5263350605964661
Assembly Machine Operator (Woodware),Forklift operator,3.0,Handicrafts and Carpet,0.5262101888656616
Fruits and Vegetables Drying/Dehydration Technician,Forklift operator,3.0,Food Processing,0.5261282920837402
Autoconer Tenter,Forklift operator,3.0,Textile,0.5259864330291748
Automotive Press Shop Assistant,Mechanical fitter,2.0,Automotive,0.5257928371429443
Stone Preparation Artisan,Mechanical fitter,2.5,Handicrafts and Carpet,0.5257724523544312
Process Operator Rolling Mills,Mechanical fitter,5.0,Iron and Steel,0.5257338881492615
Dairy Products Processor,Forklift operator,5.0,Food Processing,0.5257238745689392
Safety Supervisor - Steel Plant,Mechanical fitter,5.0,Iron and Steel,0.5256381630897522
Paper Mache Art Promoter (Paper Mache),Solar PV installer,4.5,Handicrafts and Carpet,0.5254522562026978
Automotive Additive Manufacturing Engineer,Solar technician,5.5,Automotive,0.5254284143447876
Embossing Artisan (Metalware),Welder and fitter,2.5,Handicrafts and Carpet,0.5253629684448242
Mineral Processing Operator,Electrician,4.0,Mining,0.5252933502197266
Assistant Rigger - Heavy Material,Mechanical fitter,3.0,Iron and Steel,0.5249862670898438
Automotive Assembly Assistant,Solar technician,2.0,Automotive,0.5249295830726624
Automotive Accessory Fitter,Mechanical fitter,4.0,Automotive,0.5248879194259644
Operator - Fluid Controls,Mechanical fitter,4.0,Iron and Steel,0.5248420238494873
Automotive CAD Technician,Mechanical fitter,3.5,Automotive,0.5247799158096313
Tour Manager,Hotel front desk clerk,6.0,Tourism & Hospitality,0.5247783660888672
Assistant Leather Toy Maker - Artisan,Mechanical fitter,2.5,Handicrafts and Carpet,0.5246573686599731
Assistant-Mine Surveyor,Welder and fitter,4.0,Mining,0.5246251821517944
Industry 4.0,Forklift operator,4.5,Automotive,0.524566650390625
Technician - Operations and Maintenance  (Compressed Biogas/Waste to Energy),Mechanical fitter,4.0,Green Jobs,0.5244974493980408
Draw Frame Operator,Welder and fitter,3.0,Textile,0.5243611335754395
Mining Supervisor (Mineral Sands),Truck driver,5.5,Mining,0.5243123769760132
Fitter Electrical Assembly,Mechanical fitter,3.0,Iron and Steel,0.524224579334259
Fruit Pulp Processing Technician,Mechanical fitter,3.0,Food Processing,0.5242064595222473
Assistant-Underground Mines,Forklift operator,2.0,Mining,0.5240963697433472
Carpet Quality Checker,Mechanical fitter,4.0,Handicrafts and Carpet,0.5240598917007446
Electrolyzer Manufacturing Plant Supervisor,Welder and fitter,5.0,Green Jobs,0.5240318775177002
Iron & Steel- Machinist,Mechanical fitter,3.0,Iron and Steel,0.5240129232406616
Bamboo Work Artisan,Mechanical fitter,3.0,Handicrafts and Carpet,0.5239391326904297
Soya Products Processor,Mechanical fitter,4.0,Food Processing,0.52387934923172
Fitter: Hydraulic & Pneumatic System,Mechanical fitter,4.0,Iron and Steel,0.5238200426101685
Green Hydrogen Plant Junior Technician (Desalination),Solar PV installer,3.0,Green Jobs,0.523796558380127
Operator - Mobile Equipment,Truck driver,3.0,Iron and Steel,0.5237948894500732
Refractory Brick Layer,Mechanical fitter,3.0,Iron and Steel,0.523766279220581
Heavy Commercial Vehicle Service Technician,Welder and fitter,4.0,Automotive,0.5237208008766174
Mine  Welder,Mechanical fitter,4.0,Mining,0.5234068632125854
Green Hydrogen Plant Junior Technician-Electrolyzer,Solar technician,3.0,Green Jobs,0.5233331322669983
Jumbo Drill Operator,Solar PV installer,4.0,Mining,0.5233069062232971
Coal Bed Methane (CBM) Extraction Operator,Welder and fitter,3.0,Mining,0.5232991576194763
HEMM  Mechanic,Solar technician,4.0,Mining,0.5231046080589294
Draw Frame Operator,Forklift operator,3.0,Textile,0.5228360295295715
EOT Overhead Crane Operator,Mechanical fitter,3.0,Iron and Steel,0.5228007435798645
Automotive Detailer Assistant,Mechanical fitter,3.0,Automotive,0.5226333737373352
Supervisor- Operations and Maintenance  (Compressed Biogas/Waste to Energy),Solar technician,5.0,Green Jobs,0.522580623626709
Carding Operator,Mechanical fitter,3.0,Textile,0.5224624872207642
Automotive Maintenance Lead Technician-Electrical,Mechanical fitter,5.0,Automotive,0.5223733186721802
Cafeteria Supervisor,Truck driver,5.0,Tourism & Hospitality,0.522079348564148
Test Technician,Mechanical fitter,4.0,Automotive,0.5220123529434204
Automotive Press Shop Technician,Welder and fitter,4.0,Automotive,0.5217169523239136
Assembly Machine Operator (Woodware),Welder and fitter,3.0,Handicrafts and Carpet,0.5216460227966309
Fitter - Ring Spinning,Truck driver,4.0,Textile,0.52163165807724
Traditional Snack and Savoury Maker,Welder and fitter,3.0,Food Processing,0.5215942859649658
Traditional Leather Toy maker,Welder and fitter,2.5,Handicrafts and Carpet,0.5213188529014587
Food Packaging Developer,Forklift operator,5.0,Food Processing,0.5210896730422974
